Name EN,Name ZH
Message Navi Vol. 2 (Japan),讯息导航 2
Ultraman Zukan 2 (Japan),
Sword & Sorcery (Japan) (Rev A) (10M),剑与魔杖
Mobile Suit Gundam (Japan) (Rev A),机动战士高达
J.League Pro Soccer Club o Tsukurou! 2 (Japan) (Rev D) (41M),J联盟职业创造球会 2
Can Can Bunny Premiere 2 (Japan) (Disc 1) (Rev A),首映日 2
Roommate 3 - Ryouko Kaze no Kagayaku Asa ni (Japan) (Rev A),井上凉子 3 - 风的早晨
Roommate - Inoue Ryouko (Japan) (Rev A),室友 - 井上凉子
World Advanced Daisenryaku - Koutetsu no Senpuu (Japan) (Rev A) (10M),大战略 - 钢铁雄风
Bakushou!! All Yoshimoto Quiz-ou Kettei-sen DX (Japan),爆笑 - 吉本猜谜王决定战 DX
Daisenryaku - Strong Style (Japan),大战略 - 钢铁雄风
Seifuku Densetsu - Pretty Fighter X (Japan) (1M),制服传说 - 美少女斗士 X
Seifuku Densetsu - Pretty Fighter X (Japan) (2B),制服传说 - 美少女斗士 X
Bishoujo Senshi Sailor Moon SuperS - Various Emotion (Japan),美少女战士 SuperS - 多彩情感
Yoshiyuki Sadamoto Illustrations (Japan),
Welcome House (Japan),欢迎房子
Mouri Motonari - Chikai no Sanshi (Japan),毛利元就 - 三箭之誓
Formula Grand Prix - Team Un'ei Simulation (Japan),方程式锦标赛 - 模拟团队运营
Kochira Katsushikaku Kameari Kouenmae - Hashutsujo - Nakagawa Land Dai-Race! no Maki (Japan),乌龙派出所
Private Idol Disc Vol. 5 - Nanako Fujisaki (Japan),
Private Idol Disc Vol. 8 - Emiko Furukawa (Japan),
Private Idol Disc Vol. 9 - Keiko Nagamatsu (Japan),
Private Idol Disc Vol. 10 - Mai Masaki (Japan),
Private Idol Disc Vol. 11 - Mayumi Hirose (Japan) (2M),
Gekirindan (Japan),逆鳞弹
Azel - Panzer Dragoon RPG (Japan) (Demo),铁甲飞龙 RPG
Baroque Report - CD Data File (Japan),
Cross Tantei Monogatari (Japan) (Demo 1),
Cross Tantei Monogatari (Japan) (Demo 2),
Hudson Soft - New Soft Line Up for Sega Saturn (Japan),
Code R (Japan) (Demo),代码 R
Jantei Battle Cos-Player - Original Genga-shuu (Japan),
Fully Cowled Mini Yonku - Super Factory (Japan) (Demo),迷你四驱车 - 超级工厂
Tactics Formula (Japan) (Demo),玩具比赛车
Vatlva (Japan) (Demo),乱斗赛车
Panzer Dragoon (Japan) (Demo 2),铁甲飞龙
Virtua Fighter 2 (Japan) (Demo),VR战士 2
Big Thanks - Super Keirin - Dream with Keirin 50 Years (Japan),非常感谢 - 超级凯林 和凯林一起梦想50年
Flash SegaSaturn - Ochikazuki-hen (Japan),
Tokimeki Memorial Drama Series Vol. 1 - Nijiiro no Seishun (Japan) (Demo),心跳回忆外传 - 虹色青春
Heisei Tensai Bakabon - Susume! Bakabons (Japan),平成天才笨蛋波恩
Tenchi Muyou! Rensa Hitsuyou (Japan),天地无用 - 连锁必要
Chibi Maruko-chan no Taisen Puzzle-dama (Japan),樱桃小丸子 - 对战解谜方块
Gebockers (Japan),快乐战争
Maria - Kimi-tachi ga Umareta Wake (Japan) (Disc 2),玛丽亚 - 你们出生的理由
Maria - Kimi-tachi ga Umareta Wake (Japan) (Disc 1),玛丽亚 - 你们出生的理由
Stakes Winner 2 - Saikyouba Densetsu (Japan),赛马冠军 2 - 最强马传说
Wing Arms - Kareinaru Gekitsuiou (Japan) (Rev A),华丽击坠王
Ippatsu Gyakuten - Gambling King e no Michi (Japan),一发逆转 - 赌王之道
Air Management '96 (Japan),航空大亨 '96
Dragon Master Silk (Japan),龙之少女
Sugoventure - Dragon Master Silk Gaiden (Japan),惊奇冒险 - 龙之少女外传
World Evolution Soccer (Japan),世界进化足球
J.League Go Go Goal! (Japan),J联盟 - 冲冲射门
AI Igo (Japan),AI围棋
Delisoba Deluxe (Japan),豪华版外卖荞麦面
Eyeful Home (Japan),
Shining Force III (USA) (Beta) (1998-04-23),光明力量 3
NBA Jam - Tournament Edition (Japan) (4S),NBA Jam联赛版
NBA Jam Extreme (Japan),NBA Jam极限版
Shichisei Toushin Guyferd - Crown Kaimetsu Sakusen (Japan),七星斗神凯法特 - 皇冠毁灭战
NHL All-Star Hockey 98 (Europe),NHL冰球全明星赛 '98
Darius Gaiden (USA) (Beta) (1995-12-21),太空战斗机外传
Shining Wisdom (USA) (Beta) (1996-04-11),光明智慧
Titan Wars (Japan),泰坦战争
Seireki 1999 - Pharaoh no Fukkatsu (Japan),西历 1999 - 法老的复活
Blam! Machinehead (Japan),机械首脑
Ninkuu - Tsuyokina Yatsura no Daigekitotsu! (Japan),忍空 - 勇气大碰撞
Goiken Muyou - Anarchy in the Nippon (Japan),御意见无用
Discworld (Japan),迪斯科世界
Robo Pit (Japan),机器人格斗场
Big Ichigeki! Pachi-Slot Daikouryaku - Universal Museum (Japan) (1M),大一击 柏青哥大攻略 - 环球博物馆
Dream Square - Hinagata Akiko (Japan) (2M),
FEDA Remake! The Emblem of Justice (Japan),FEDA 复刻版 - 正义纹章
Eberouge Special - Koi to Mahou no Gakuen Seikatsu (Japan),恋爱物语特别版 - 魔法学院
Ide Yousuke Meijin no Shin Jissen Mahjong (Japan) (2M),井出洋介的新实战麻雀
Tenchi Muyou! Toukou Muyou - Aniraji Collection (Japan) (Disc 1),天地无用 登校无用 - 动漫广播合集
Tenchi Muyou! Toukou Muyou - Aniraji Collection (Japan) (Disc 2),天地无用 登校无用 - 动漫广播合集
Paneltia Story - Koeln no Daibouken (Japan),帕尼尔塔大冒险 - 小铁的大冒险
Idol Janshi Suchie-Pai Remix (Japan),偶像雀士 - REMIX
Idol Janshi Suchie-Pai Mecha Genteiban - Hatsubai 5 Shuunen Toku Package (Japan) (Disc 1),偶像雀士MECHA 限定版 发行五周年纪念包
Idol Janshi Suchie-Pai Mecha Genteiban - Hatsubai 5 Shuunen Toku Package (Japan) (Disc 2),偶像雀士MECHA 限定版 发行五周年纪念包
Idol Janshi Suchie-Pai Mecha Genteiban - Hatsubai 5 Shuunen Toku Package (Japan) (Disc 3),偶像雀士MECHA 限定版 发行五周年纪念包
Mahou Shoujo Pretty Samy - Osorubeshi Shintai Sokutei! Kakubakuhatsu 5-Byou-mae!! (Japan),魔法女雀士 - 可怕的体检
Idol Janshi Suchie-Pai II (Japan) (Disc 1),美少女雀士 2
Idol Janshi Suchie-Pai II (Japan) (Disc 2) (Omake Disc),美少女雀士 2
Kurubushi Kyoudai Gekijou Daiikkan - Mahjong-hen (Japan) (2M),踝兄弟剧场 1 - 麻将篇
Mahjong Taikai II Special (Japan) (2M),麻雀大会 2 特别版
Shusse Mahjong Daisettai (Japan),出世麻将 - 大接待
Mahjong-kyou Jidai Cogal Houkago-hen (Japan),麻雀狂时代 - 放学后篇
Prisoner of Ice - Jashin Kourin (Japan),冰封囚徒 - 邪神降临
Daikoukai Jidai Gaiden (Japan),大航海时代外传
Farland Story - Habou no Mai (Japan),古大陆物语 - 破亡之舞
Hatsukoi Monogatari (Japan),初恋物语
Highschool Terra Story (Japan),高校恋爱故事
LifeScape 2 - Body Bionics - Kyoui no Shouuchuu Jintai (Japan),
Another Memories (Japan),另一个回忆
Aqua-world - Umi Monogatari (Japan),
Virtual Mahjong (Japan),虚拟麻雀
Daitoride (Japan),大牌砦
Lupin the 3rd - The Master File (Japan),
Tekkyuu - True Pinball (Japan),铁球 - 真实弹珠
Pinball Graffiti (Japan),涂鸦弹珠台
Yu-No - Konoyo no Hate de Koi o Utau Shoujo (Japan) (Disc A),在世界尽头咏唱爱的少女
Yu-No - Konoyo no Hate de Koi o Utau Shoujo (Japan) (Disc B),在世界尽头咏唱爱的少女
Yu-No - Konoyo no Hate de Koi o Utau Shoujo (Japan) (Disc C),在世界尽头咏唱爱的少女
Sankyo Fever - Jikki Simulation S Vol. 2 (Japan),本家实战机台柏青哥 S2
Sankyo Fever - Jikki Simulation S Vol. 3 (Japan),本家实战机台柏青哥 S3
Masters - Harukanaru Augusta 3 (Japan),高尔夫大师 3
With You - Mitsumeteitai (Japan) (Disc 1),想见你
With You - Mitsumeteitai (Japan) (Disc 2),想见你
Idol Janshi Suchie-Pai Secret Album (Japan),
Idol Janshi Suchie-Pai Special (Japan),偶像雀士 特别版
Mezase Idol Star!! Natsuiro Memories - Mahjong-hen (Japan) (2M),脱衣偶像明星麻将
Virtual Mahjong 2 - My Fair Lady (Japan),虚拟麻雀 2 - 我的女士
Druid - Yami e no Tsuisekisha (Japan),德鲁伊 - 黑暗追踪者
Tennis Arena (Japan),网球竞技场
DeathMask (Japan) (Disc 1),死亡面具
DeathMask (Japan) (Disc 2),死亡面具
DeathMask (Japan) (Disc 3),死亡面具
Arcana Strikes (Japan),阿尔卡娜风暴
AnEarth Fantasy Stories - The First Volume (Japan),地球幻想故事
Zoop (Japan),放大连块
Densha de Go! EX (Japan),电车Go!  - EX
Rapyulus Panic (Japan),美少女综艺合集
Texthoth Ludo - Arcana Senki (Japan),塔罗秘境 - 战术奇兵
Bootleg Sampler (USA) (15S),
"Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It)",危机制造者 - 现代宿命论者的传奇
Sakura Taisen - Jouki Radio Show (Japan) (Disc 1) (Yuugi-ban),
Sakura Taisen - Jouki Radio Show (Japan) (Disc 2) (Kayou-ban),
Virtual Hydlide (Japan) (2M),虚拟梦幻仙境
Digital Monster Ver. S - Digimon Tamers (Japan),数码暴龙 S - 驯兽师
Kidou Senkan Nadesico - Yappari Saigo wa Ai ga Katsu (Japan),机动战舰 - 爱的胜利
Princess Maker 2 (Japan) (4M),美少女梦工厂 2
Princess Maker 2 (Japan) (1M),美少女梦工厂 2
Find Love 2 - Rhapsody (Japan) (Disc 1),全国制服美少女 2 - 狂诗曲
Find Love 2 - Rhapsody (Japan) (Disc 2),全国制服美少女 2 - 狂诗曲
WanChai Connection (Japan) (Disc A),湾仔事件
"WanChai Connection (Japan) (Disc B) (3A, 3C)",湾仔事件
Princess Maker - Yumemiru Yousei (Japan),美少女梦工厂 - 梦幻妖精
Yumimi Mix Remix (Japan),吉泽弓美复刻版
Shinpi no Sekai El-Hazard - El-Hazard - The Magnificent World for Sega Saturn (Japan) (2M),神秘的世界
Refrain Love - Anata ni Aitai (Japan) (Disc 1),无尽的爱
Refrain Love - Anata ni Aitai (Japan) (Disc 2),无尽的爱
Jissen! Pachi-Slot Hisshou-hou! Iron Hook - The Great Marine Adventures (Japan),实战柏青哥必胜法 - 铁钩船长 伟大的航海冒险
Harukaze Sentai V-Force (Japan) (Disc 1),春风战队
Harukaze Sentai V-Force (Japan) (Disc 2),春风战队
Harukaze Sentai V-Force (Japan) (Disc 3),春风战队
Ginga Ojousama Densetsu Yuna Remix (Japan),银河大小姐传说 - REMIX
Ginga Ojousama Densetsu Yuna - Mika Akitaka Illust Works 2 (Japan),
Wizardry VI & VII Complete (Japan) (3M),巫术 6+7 完全版
Wizardry Nemesis - The Wizardry Adventure (Japan) (Disc 1),巫术大冒险
Wizardry Nemesis - The Wizardry Adventure (Japan) (Disc 2),巫术大冒险
Wizardry - Llylgamyn Saga (Japan),巫术 - 123 合集
Hokuto no Ken (Japan),北斗神拳
Tenchi Muyou! Mimiri Onsen - Yukemuri no Tabi (Japan) (Disc 1),天地无用 - 魅御理温泉之旅
Tenchi Muyou! Mimiri Onsen - Yukemuri no Tabi (Japan) (Disc 2),天地无用 - 魅御理温泉之旅
D (Germany) (Disc 1),D之食卓
D (Germany) (Disc 2),D之食卓
Rayman (USA) (R2),雷曼
"Crow, The - City of Angels (Germany)",乌鸦 2 - 天使之城
Crows - The Battle Action for SegaSaturn (Japan),热血高校
Princess Quest (Japan) (Rev A) (11M),公主冒险
Private Idol Disc Vol. 6 - Satomi Yoshida (Japan),
Saturn Bomberman Fight!! (Japan) (Demo),土星炸弹人 - 战斗
Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar) (Hibaihin),首映日 2
Fighting Vipers (Japan) (Demo),格斗之蛇
Real Sound - Kaze no Regret (Japan) (Disc 1) (4M),
Pia Carrot e Youkoso!! We've Been Waiting for You (Japan) (Demo),快餐店之恋 - 我们一直在等着你
Magical Drop III - Toretate Zoukan-gou! (Japan) (Demo) (2M),魔法气泡 3
Dennou Senki - Virtual On - Cyber Troopers (Japan) (Demo),电脑战机
Gungriffon II (Japan) (Demo),武装雄狮 2
Steep Slope Sliders (Japan) (Demo),速降滑雪
Side Pocket 3 (Japan) (Demo),花式撞球 3
SegaSaturn Electronic Book Operator (Japan),
SegaSaturn Photo CD Operator (Japan),
SegaSaturn Photo CD Operator (Japan) (Rev A),
SegaSaturn FDD Operator (Japan),
Saturn Super Vol. 2 (Japan) (6M),
Saturn Super Henshuubu Hen - Taikenban Saturn Soft Taizen (Japan) (2M),
Saturn Super Vol. 4 (Japan) (2M),
Saturn Super Vol. 5 (Japan) (2M),
Saturn Super Vol. 6 (Japan) (2M),
Saturn Super Vol. 7 (Japan) (2M),
Saturn Super Vol. 8 (Japan),
Saturn Super Vol. 9 Furoku CD-ROM (Japan),
Saturn Super Vol. 11 Furoku CD-ROM (Japan),
EGWord (Japan) (1M),
Tech Saturn Tsuushin - Spring 1995 (Japan),
Tech Saturn Tsuushin Vol. 5 - Summer 1996 (Japan),
Tech Saturn Vol. 1-1996 - Yatchimatta! (Japan),
Tech Saturn Vol. 2-1996 - Maitsuki 8-nichi wa Tessa no Hi - Ataru to Sugo Iyo (Japan),
Tech Saturn Jan.1997 - Kizuitara Gekkan-ka (Japan),
"Tech Saturn Feb.1997 - E, Chocolate Kurereba Morau yo (Japan)",
"Tech Saturn Mar.1997 - Okaeshi wa Marshmallow, Cookie, Howaito Choco (Japan)",
Tech Saturn Apr.1997 (Japan),
Tech Saturn Jun.1997 (Japan),
Tech Saturn Jul.1997 (Japan),
Tech Saturn Aug.1997 (Japan),
Tech Saturn Sep.1997 (Japan),
Tech Saturn Oct.1997 (Japan),
Flash SegaSaturn Vol. 1 (Japan) (2M),
Flash SegaSaturn Vol. 2 (Japan) (2M),
Flash SegaSaturn Vol. 3 (Japan),
Flash SegaSaturn Vol. 5 (Japan),
Flash SegaSaturn Vol. 6 (Japan),
Flash SegaSaturn Vol. 7 (Japan),
Mogitate SegaSaturn Vol. 2 (Japan),
Mogitate SegaSaturn Vol. 3 (Japan),
Mogitate SegaSaturn - Special Movie (Japan) (2M),
Mogitate SegaSaturn Vol. 4 (Japan),
Mogitate SegaSaturn Vol. 5 (Japan),
Mogitate SegaSaturn Vol. 6 (Japan),
Sega Ages - OutRun (Japan) (Rev A),世嘉时代 - OUTRUN
Denpa Shounen-teki Game (Japan) (Rev A),电波少年的悬赏生活
Pro Shinan Mahjong - Tsuwamono (Japan),职业麻将兵
Special Disc with SegaSaturn Internet 2 (Japan),
Pad Nifty 1.1 & Habitat II (Japan),
Tech Saturn Tsuushin Vol. 4 - Spring 1996 - Youriyou Meippai Kikaku Tenkomori (Japan),
"Saturn Super Vol. 10 Furoku CD-ROM (Japan) (2M, 3M)",
Flash SegaSaturn Vol. 4 (Japan),
Sega Rally Championship (Japan) (Demo),世嘉拉力
Lunar - Silver Star Story (Japan) (Demo),露娜 - 银河之星
Mahjong Taikai II Special (Japan) (Rev A) (10M),麻雀大会 2 特别版
Digital Pinball - Necronomicon - Revelations (Japan) (Demo),
Tengai Makyou - Daiyon no Mokushiroku - The Apocalypse IV (Japan) (Demo),天外魔境 - 第四默示录 4
Tomb Raiders (Japan) (Demo),盗墓者
Goiken Muyou - Anarchy in the Nippon (Japan) (Demo),御意见无用
Blue Breaker - Ken yori mo Hohoemi o (Japan) (Demo),蓝色破坏者 - 剑的微笑
MeltyLancer - Re-inforce (Japan) (Demo),银河少女警察 加强版
Super Adventure Rockman (Japan) (Disc 1) (Episode 1 - Tsuki no Shinden) (1M),超级洛克人大冒险
Super Adventure Rockman (Japan) (Disc 2) (Episode 2 - Shitou! Wily Numbers) (1M),超级洛克人大冒险
Super Adventure Rockman (Japan) (Disc 3) (Episode 3 - Saigo no Tatakai!!) (1M),超级洛克人大冒险
DecAthlete for SegaNet (Japan),十项全能 世嘉网络版
Kanazawa Shougi (Japan) (1M),金泽将棋
Kanazawa Shougi (Japan) (2M),金泽将棋
Mahou no Janshi - Poe Poe Poemy (Japan) (2M),魔法女雀士
"House of the Dead, The (USA)",死亡之屋
"Loaded (USA) (En,Fr)",装载
Sega Touring Car Championship (Japan) (Demo),世嘉观览车大赛
Nights into Dreams... (USA) (with 3D Control Pad) (RE),梦精灵
Scud - The Disposable Assassin (USA),飞毛腿
Mahou Shoujo Pretty Samy - Heart no Kimochi (Japan),魔法女雀士 - 心的悸动
SegaSaturn Internet 2 (Japan),
DonPachi (Japan) (Demo),首领蜂
Flash SegaSaturn Vol. 8 (Japan),
Flash SegaSaturn Vol. 9 (Japan),
Flash SegaSaturn Vol. 10 (Japan),
Flash SegaSaturn Vol. 11 (Japan),
Flash SegaSaturn Vol. 12 (Japan),
Flash SegaSaturn Vol. 13 (Japan),
Flash SegaSaturn Vol. 14 (Japan),
Flash SegaSaturn Vol. 15 (Japan),
Flash SegaSaturn Vol. 16 (Japan),
Flash SegaSaturn Vol. 17 (Japan),
Flash SegaSaturn Vol. 18 (Japan),
Flash SegaSaturn Vol. 19 (Japan),
Flash SegaSaturn Vol. 20 (Japan),
Flash SegaSaturn Vol. 21 (Japan),
Flash SegaSaturn Vol. 23 (Japan),
Flash SegaSaturn Vol. 24 (Japan),
Flash SegaSaturn Vol. 25 (Japan),
Flash SegaSaturn Vol. 26 (Japan),
Flash SegaSaturn Vol. 27 (Japan),
Flash SegaSaturn Vol. 28 (Japan),
Flash SegaSaturn Vol. 29 (Japan) (3M),
Flash SegaSaturn Vol. 30 (Japan),
Flash SegaSaturn Vol. 31 (Japan),
Flash SegaSaturn Vol. 32 (Japan),
Flash SegaSaturn Vol. 22 (Japan),
Ayrton Senna Personal Talk - Message for the Future (Japan),
Tenga Seiha (Japan),天下制霸
Sega Touring Car Championship (USA),世嘉观览车大赛
Die Hard Arcade (USA),终极警探
Bedlam (USA) (Proto) (1997-08-11),
"Mansion de las Almas Ocultas, La (Spain)",梦见馆物语
Soviet Strike (France),攻击苏联
Langrisser III (Japan) (3M),梦幻模拟战 3
Tokimeki Memorial - Forever with You (Japan) (1M),心跳回忆 - 永远属于你
Panzer Dragoon (USA) (5S),铁甲飞龙
Cleaning Kit for Sega Saturn (USA),
Blazing Dragons (USA),雷龙
"Clockwork Knight 2 - Pepperouchau's Adventure (USA, Brazil)",发条骑士大冒险 2
Mass Destruction (USA),大规模破坏
Pandemonium! (USA),混乱大冒险
Sega Ages Volume 1 (USA),世嘉时代 1
Tempest 2000 (USA),暴风雨 2000
Ten Pin Alley (USA),大满贯保龄球
Virtua Fighter Kids (USA),VR战士口袋版
Nights into Dreams... (USA) (Demo),梦精灵
Deep Fear (USA) (Disc 1) (Unl),深海恐惧
Deep Fear (USA) (Disc 2) (Unl),深海恐惧
Crime Patrol (USA) (Proto) (1996-09-24),
Scorcher (USA) (RE),滚石赛车
Worms (USA),百战天虫
Sega Rally Championship Plus Netlink Edition (USA),世嘉拉力 Plus 网络连接版
Virtual On - Cyber Troopers Net Link Edition (USA),电脑战机 网络链接版
"Manoir des Ames Perdues, Le (France)",梦见馆物语
Corpse Killer - Graveyard Edition (USA) (Disc 1) (R),僵尸杀手
Corpse Killer - Graveyard Edition (USA) (Disc 2),僵尸杀手
In the Hunt (USA),海底大战争
Street Fighter Alpha - Warriors' Dreams (USA),少年街霸 - 斗士的梦想
"FIFA - Rumbo al Mundial 98 (Spain) (En,Fr,De,Es,It,Nl,Sv)",FIFA - 世界杯之路 98
Last Bronx (USA),东京番外地
Crimewave (USA),犯罪高潮
Defcon 5 - Peace Has a Price... (USA),核战危机 5 - 和平的代价
Marvel Super Heroes (USA),美国超人
NFL Quarterback Club '96 (USA) (5S),NFL四分卫俱乐部 '96
Minnesota Fats - Pool Legend (USA) (R),明州肥仔 - 桌球传奇
Pro-Pinball (USA),专业弹珠台
Space Jam (USA),空中大灌篮
Striker 96 (USA),射手 96
"Horde, The (USA)",部落
Tunnel B1 (USA),隧道 B1
College Slam (USA),大学篮球
Primal Rage (USA),恐龙佣兵
D (USA) (Disc 1),D之食卓
D (USA) (Disc 2),D之食卓
In the Hunt (USA) (Beta) (1996-04-11),海底大战争
Street Fighter Alpha - Warriors' Dreams (USA) (Beta) (1995-12-22),少年街霸 - 斗士的梦想
Blazing Dragons (France),雷龙
DJ Wars (Japan) (Demo),DJ战争
Marvel Super Heroes (Japan) (Demo),美国超人
Street Fighter Collection (Japan) (Demo),街头霸王合集
Street Fighter Zero 2 (Japan) (Demo),街头霸王 ZERO 2
Nissan Presents - Over Drivin' GT-R (Japan) (Demo),极品飞车日产 GTR
Sega Ages - Space Harrier (Japan) (Rev A) (13M),世嘉时代 - 太空哈利
DecAthlete (Japan) (Rev A) (10M),十项全能
Culdcept (Japan) (Rev A) (10M),卡片召唤师
Super Robot Taisen F (Japan) (Demo),超级机器人大战 F
Virtua Fighter 2 (Japan) (Rev C) (42M),VR战士 2
Gekitotsu Koushien (Japan) (Demo),激突甲子园
Jantei Battle Cos-Player (Japan) (Demo),雀帝
Suiko Enbu - Fuuun Saiki (Japan) (Demo),水浒演武 - 风云再起
Alien Trilogy (Japan) (Demo),异形三部曲
Thunder Force V (Japan) (Demo),雷鸟 5
DoDonPachi (Japan) (Demo),怒首领蜂
DecAthlete (USA),十项全能
Iron Man & X-O Manowar in Heavy Metal (USA),钢铁侠 - 重金属之战
Powerslave (USA),力之奴仆
Virtual Hydlide (USA) (P4H),虚拟梦幻仙境
"Darklight Conflict (USA) (En,Fr,De,Es,It,Sv)",暗日
Virtual Hydlide (USA) (P5H),虚拟梦幻仙境
Bug! (USA) (Demo) (1S),BUG虫虫历险记
Bug! (USA) (Demo) (3S),BUG虫虫历险记
"FIFA - Road to World Cup 98 (Italy) (En,Fr,De,Es,It,Nl,Sv)",FIFA - 世界杯之路 98
Revolution X - Music Is the Weapon (USA) (1S),革命 X - 音乐就是武器
Devil Summoner - Soul Hackers & Ronde (Japan) (Demo 1),
Bug! (USA) (R),BUG虫虫历险记
Shellshock (USA),弹震症
Grid Runner (USA),网栅
Sega Ages - Space Harrier (Japan) (Rev A) (11M),世嘉时代 - 太空哈利
Bouken Katsugeki Monomono (Japan) (Demo),冒险活剧物语
Farland Story - Habou no Mai (Japan) (Demo),古大陆物语 - 破亡之舞
Funky Head Boxers (Japan) (Demo),大头拳击
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Demo),惑星强袭 2
Shiroki Majo - Mou Hitotsu no Eiyuu Densetsu (Japan) (Demo),英雄传说 3 - 白发魔女
Hang On GP '95 (Japan) (Demo) (2M),GP赛车 '95
Gebockers (Japan) (Demo),快乐战争
Kanzen Chuukei Pro Yakyuu Greatest Nine (Japan) (Demo),完全中继 - 最强九人棒球
Virus (Japan) (Demo),病毒
Heir of Zendor - The Legend and the Land (USA),天空的骑士 - 传说与土地
Waku Waku Puyo Puyo Dungeon (Japan) (3M),火热火热对噗呦噗呦
Chou Aniki - Kyuukyoku... Otoko no Gyakushuu (Japan),超兄贵 - 究极男的逆袭
Cyberbots - Fullmetal Madness (Japan) (2M),装甲之战 - 全金属狂潮
Kamen Rider - Sakusen File 1 (Japan),假面骑士 - 作战文件 1
Blam! Machinehead (France),机械首脑
MeltyLancer - Re-inforce (Japan) (Disc 1),银河少女警察 加强版
MeltyLancer - Re-inforce (Japan) (Disc 2),银河少女警察 加强版
MeltyLancer - Re-inforce (Japan) (Disc 3),银河少女警察 加强版
Devil Summoner - Soul Hackers Extra Dungeon (Japan) (3M),
Contra - Legacy of War (USA),魂斗罗 - 战争的遗产
DragonHeart - Fire & Steel (USA),龙之心 - 火与钢
Norse by Norsewest - The Return of the Lost Vikings (USA),失落的维京人 2
P.T.O. - Pacific Theater of Operations II (USA),P.T.O. - 激战太平洋 2
Rampage - World Tour (USA),狂暴大破坏 - 世界之旅
Space Hulk - Vengeance of the Blood Angels (USA),太空战舰 - 血天使的复仇
Hyper 3-D Pinball (USA),超级3D弹珠球
True Pinball (USA),铁球
"Crow, The - City of Angels (USA)",乌鸦 2 - 天使之城
Galaxy Fight (USA),银河快打
Golden Axe - The Duel (USA),战斧格斗篇
Lunacy (USA) (Disc 1),月花雾幻谭
Lunacy (USA) (Disc 2),月花雾幻谭
Maximum Force (USA),铁面悍将
Enemy Zero (USA) (Disc 0),异灵
Enemy Zero (USA) (Disc 1),异灵
Enemy Zero (USA) (Disc 2),异灵
Enemy Zero (USA) (Disc 3),异灵
Fighters Megamix (USA),VR战士对格斗之蛇
Thunderstrike 2 (USA) (Rev A),雷霆一击 2
Virtua Cop (USA) (7S),VR战警
Creature Shock - Special Edition (USA) (Disc 1),人体历险 特别版
Creature Shock - Special Edition (USA) (Disc 2),人体历险 特别版
Fighters Megamix (Japan) (2M),VR战士对格斗之蛇
Shinobi Legions (USA),新忍传
F1 Challenge (USA),F1挑战赛
Pandemonium! (Europe),混乱大冒险
Congo - The Movie - The Lost City of Zinj (USA),刚果电影版
Crypt Killer (USA),妖霸天下
Herc's Adventures (USA) (RE),大力神的冒险
Winning Post (USA),赛马大亨
NASCAR 98 (France),纳斯卡赛车 98
Shellshock (France),弹震症
"Horde, The (France)",部落
Daytona USA (Japan) (Demo) (2M),梦游美国
Virtua Fighter (Japan) (Demo),VR战士
Keriotosse! (Japan) (Demo),四人抢球
Sakura Taisen Teikokukagekidan Taiin Meibo (Japan),
Heim Waltz (Japan) (Rev A),
Idol Mahjong - Final Romance R (Japan) (Kisekae Disc),偶像麻将 - 最终罗曼史 R
Idol Mahjong - Final Romance R (Japan) (Kisekae Disc Kanzenban),偶像麻将 - 最终罗曼史 R
Dark Legend (USA),黑暗传说
Grand Slam (USA),大满贯
Quarterback Attack (USA),四分卫 - 进攻
Winter Heat (USA),冬季奥运会
Bootleg Sampler (USA),
Bootleg Sampler (USA) (Rev A) (2S),
World Cup Golf - Professional Edition (France),高尔夫世界杯 专业版
"Chaos Control (Europe) (En,Fr,De) (Beta) (1996-05-29)",混沌控制
"Alien Trilogy (Europe) (En,Fr,Es,It) (Beta) (1996-07-23)",异形三部曲
D (USA) (Disc 1) (Beta) (1996-02-05),D之食卓
D (USA) (Disc 2) (Beta) (1996-02-05),D之食卓
Revolution X - Music Is the Weapon (USA) (Beta) (1996-02-05),革命 X - 音乐就是武器
"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It) (Beta) (1996-03-05)",上升 2 - 复活
J.League Jikkyou Honoo no Striker (Japan) (2M),实况 J联盟 - 完美射手
Wheel's (Japan),
DecAthlete (Japan) (Demo),十项全能
Gotha II - Tenkuu no Kishi & Teitoku no Ketsudan II (Japan) (Demo),
Maria - Kimi-tachi ga Umareta Wake (Japan) (Demo),玛丽亚 - 你们出生的理由
Tenant Wars (Japan) (Demo),房客战争
Drift King Shutokou Battle '97 - Tsuchiya Keiichi & Bandou Masaaki (Japan) (Demo),漂移之王 首都高赛车 '97 - 土屋启一 & 坂东正明
Touge King the Spirits 2 (Japan) (Demo),山顶赛车 2
Yuukyuu Gensoukyoku 2nd Album (Japan) (Demo),悠久幻想曲 2
Wizardry VI & VII Complete (Japan) (Sample-ban) (3M),巫术 6+7 完全版
Virtua Fighter 2 (Europe) (Made in EU),VR战士 2
Soukuu no Tsubasa - Gotha World (Japan) (Demo),苍空之翼
Deadalus (Japan) (3A),死亡逻辑
Deadalus (Japan) (1M),死亡逻辑
Heart of Darkness (Japan) (Proto) (1996-05-31),
Custom Web Browser (Version 3.0) (USA),
Astal (USA) (3S),阿斯特拉
